"t";"SPY";"MDY";"EWJ";"EWH";"EWG";"EWW";"EWA";"EWS";"EWM";"EWI";"EWQ";"EWD";"EWN";"EWK";"XLF";"XLK";"XLE";"XLP";"XLU";"XLB";"EWY";"IWB";"IWM";"IWF";"IWD";"IJH";"IJR";"IVW";"IVE";"IWV";"IYF";"IYZ";"IYR";"IYE";"IDU";"IYH";"IYJ";"IYY";"IYM";"IWN";"IJJ";"IJT";"IWW";"IWZ";"EZU";"IEV";"MTK";"DGT";"IBB";"IGM";"RWR";"VTI";"IGV";"IWR";"IWS";"IXC";"IXG";"IXJ";"LQD";"IEF";"FEZ";"FEU";"ADRE";"ADRA";"ADRU";"EZA";"EEM";"RSP";"AGG";"ONEQ";"DVY";"TIP";"VO";"VB";"VUG";"VBK";"VBR";"VPU";"VDC";"VAW";"JKE";"JKD";"JKL";"JKF";"JKG";"JKH";"VNQ";"VDE";"VIS";"FXI";"IAU";"SLV";"USO";"SHY";"TLT"
"2006-5-5";0.00798661291549412;0.016017994683389;0.0412162162162162;0.0251572327044025;0.0318576748034754;0.0530864197530864;0.0209662716499543;0.0321199143468952;0.0243589743589744;0.022116366110922;0.0313531353135313;0.0381651376146789;0.0208156329651658;0.0259275815824765;0.00588928150765594;0.00320366132723113;0.0301015050752537;0.009651699538397;0.0274584929757343;0.0340298507462687;0.0383064516129032;0.0119014281713805;0.0173228346456692;0.00475285171102662;0.0102968708210751;0.0152909000497266;0.0225114854517611;0.00394736842105266;0.0141602945341263;0.0116324663442687;0.00727641153173074;0.00469483568075121;0.0070323488045007;0.0288282703037818;0.0252867570385818;-0.00533894191878346;0.0304821150855367;0.0134354007186377;0.0374149659863946;0.0236031470862783;0.0160693789057519;0.0203955500618048;0.0132937928213518;0.0111601953034179;0.0276801405975395;0.0299529311082584;0.0131262710297651;0.00450123420938002;0.0126532741977563;0.00773458172196205;0.00695373094410265;0.0113046135044303;-0.0142721217887726;0.0198270407087113;0.01626559714795;0.0221483942414176;0.0165799346484328;0.00206031091964786;-0.00716674629718108;-0.00705358247741625;0.0305469556243549;0.00794371311847468;0.0521489971346705;-0.0250783699059562;0.0122529644268774;0.028836592641697;0.0452862432355455;0.0121402877697843;-0.00608828006088274;0.0179104477611939;0.00968750000000007;0.0102211302211303;0.0174964438122333;0.0209267563527652;0.0101504440819285;0.0190188679245284;0.0211914641375221;0.0245053272450533;0.011925337020394;0.0315727353201534;0.0110659072416599;0.0183579069095114;0.0288002066382538;0.0133910455836601;0.0208012326656395;0.0248680351906159;0.0231410058623882;0.0110425077178818;0.0315070619276732;0.0612866387514275;0.0429447852760737;0.0137581462708182;-0.0506293706293707;-0.00337922403003767;-0.00665399239543729
"2006-5-12";-0.0247509809840024;-0.0324030591708038;-0.036988968202466;-0.0408997955010225;-0.0280673616680033;-0.0339976553341148;-0.0116071428571428;-0.0352697095435685;-0.018773466833542;-0.00233022636484688;-0.01216;-0.0463061152350654;-0.0241364960466085;-0.0130718954248366;-0.0281030444964869;-0.0428832116788322;-0.0360176690451919;-0.0162094763092268;-0.0285891858297078;-0.0245381062355659;-0.032621359223301;-0.0271205202712051;-0.0518575851393188;-0.0245979186376538;-0.0226340172071475;-0.0320803232521122;-0.0452298936648195;-0.026867627785059;-0.024713767104161;-0.0293281653746771;-0.0278895391367959;-0.0225856697819314;-0.0324022346368714;-0.0307321482374208;-0.0278413424866514;-0.0170787247885491;-0.0250528222155148;-0.0262062586711886;-0.0232786885245902;-0.0480719124544035;-0.0336387598845237;-0.0423985463355543;-0.0263396911898274;-0.0292021154288343;-0.0181701581872595;-0.0174491067719153;-0.0582116788321168;-0.0018791558253832;-0.0418652582764395;-0.0502928701272469;-0.0326693227091633;-0.0265861027190333;-0.0448841698841699;-0.0299896587383661;-0.0263100197325149;-0.0270855904658722;-0.0215476190476191;-0.0095327102803738;-0.00192492781520696;-0.0048604187437687;-0.0266372922090927;0.00900698040981774;-0.0866013071895425;0.015719899964273;0.0191331511128466;-0.0662048969072165;-0.0536784741144416;-0.0248778320746336;-0.00367534456355283;-0.0458346909959813;-0.0212008666047664;-0.00145928592275519;-0.0283797008248288;-0.0431918008784773;-0.0263771756684012;-0.0444378610576211;-0.0393266579596574;-0.0261476749368594;-0.0158838599487617;-0.0274599542334096;-0.0294543698696283;-0.0134847409510291;-0.0402962591011799;-0.0225573945541911;-0.0315723270440252;-0.0452100263248255;-0.0215621230398069;-0.050381679389313;-0.0255792958170326;-0.0541606886657101;0.0470588235294118;0.0328571428571429;-0.0184148497348262;0;-0.0110047846889951
"2006-5-19";-0.016558341070876;-0.0326561741662621;-0.0242587601078167;-0.0177683013503909;-0.0495049504950495;-0.0560679611650486;-0.0447154471544716;-0.0301075268817205;-0.0165816326530612;-0.0367033700367033;-0.0395205701328151;-0.0733876945885842;-0.0452025586353944;-0.0454746136865341;-0.0180722891566265;-0.0181124880838894;-0.0479379626365879;-0.00211237853823408;-0.00543825975687785;-0.045575614087008;-0.039542352468888;-0.0182050917365951;-0.0217687074829931;-0.0176527643064985;-0.0190953412784398;-0.032258064516129;-0.0213333333333333;-0.0151515151515151;-0.0203292770221902;-0.0177026487421802;-0.0179663248988806;-0.0099601593625498;-0.0145785219399539;-0.0506683245259559;-0.00732313325487122;-0.00264769154393508;-0.0277089783281733;-0.0204210859585246;-0.0584088620342396;-0.014096072259477;-0.0303935576048836;-0.0221378874130297;-0.0178275290215589;-0.0194220748460445;-0.0459394731112562;-0.0448202959830866;-0.0261577213718272;-0.0291093410572048;-0.0424845388545307;-0.0253083794130158;-0.0135914332784186;-0.0195530726256983;-0.0391611925214754;-0.0326226012793177;-0.0195901823913532;-0.0512249443207128;-0.0339457354909355;-0.00735987922249482;0.00723240115718419;0.00951784596117727;-0.0349794238683128;0.0272260656103548;-0.0846750149075731;0.0189940204009848;-0.00957854406130268;-0.0840089701569777;-0.0509645839331989;-0.0200455580865603;0.00666051849574743;-0.02743312464428;-0.0124901185770751;-0.01217848791894;-0.0303597122302158;-0.0260137719969395;-0.0189826760044232;-0.0314679894589987;-0.0191842900302114;-0.00930587337909992;-0.00173550850399157;-0.0500000000000001;-0.0270315091210613;-0.0202877697841726;-0.0163505559189012;-0.0174791752014202;-0.0361085855305884;-0.0388396068089187;-0.0303590691940206;-0.0375958446697997;-0.0318097591105621;-0.0784982935153584;-0.0772471910112359;-0.128630705394191;-0.00525288908899886;0.00163255054627665;0.0211659409772617
"2006-5-26";0.0100708103855232;0.00480217889908248;-0.0138121546961327;-0.015918958031838;0.0121527777777778;-0.0174852147081512;-0.00283687943262405;-0.0199556541019955;-0.00778210116731512;-0.00173190162798755;0.00843170320404722;0.0192;0.00714604734256365;0.00277520814061049;0.0104294478527606;0.00776699029126214;0.0199925953350611;0.0198983911939034;0.0173689289160502;0.00961240310077527;-0.0273772204806688;0.0104302477183833;0.0102920723226703;0.00967614533965249;0.0106309540245754;0.00248366013071892;0.00945664369289944;0.0126495726495727;0.0106678357445563;0.0101626016260163;0.00986590038314177;0.00603621730382288;0.0165519261754799;0.0216110019646365;0.0163351337109736;0.00912560146009619;0.00382104760388465;0.0108274078862313;0.0137254901960784;0.00971682398667391;0.00817146684527796;0.00760025873221214;0.00991979738286194;0.0048309178743962;0.00821542674577817;0.00796812749003983;0.0109430959013133;0.00477326968973737;0.0160067396798652;0.00480034911629934;0.0167014613778706;0.00918012029123138;0.0063108072574284;0.00121225479391668;0.0107946715663757;0.0225938967136151;0.00138539042821158;0.00285171102661594;-0.000287218764959322;0.00173675722615061;0.0183368869936034;-0.0625678905061917;-0.00586319218241041;-0.0286503279254401;0.0143133462282397;-0.00150659133709978;-0.027002427184466;0.00813575081357495;0.00183224755700333;-0.00397940074906371;0.0145693243675952;0.00059177433671962;0.00638076866003847;0.00832678711704648;0.00770242344542558;0.00528169014084516;0.00800862467272441;0.0161687711733908;0.0212100139082058;0.0125386996904025;0.000511334583262334;-0.00616830665295934;-0.0127659574468086;-0.00111188325225849;0.000269505457485652;-0.00411573958593181;0.0128734901462173;0.0101516319712157;-0.00717703349282301;-0.0131687242798354;-0.00913242009132428;0.00555555555555558;0.0307785153892576;0.00162988966900696;-0.00260570887125445
"2006-6-5";-0.00981461286804791;-0.00413724231400231;-0.0294117647058823;-0.0191176470588235;-0.0218696397941682;-0.0460612405129547;-0.0175438596491229;-0.0316742081447963;-0.0326797385620915;0.017002081887578;-0.00702341137123737;-0.00196232339089485;-0.0119733924611973;-0.0129151291512916;-0.00698239222829377;-0.0173410404624279;-0.00635208711433759;-0.0195101701951017;0.0164400885235536;-0.0224201474201475;-0.0449076063601202;-0.010752688172043;-0.0213381057268722;-0.01369059260708;-0.00341530054644809;-0.00260790194288698;-0.0203239123531279;-0.0150236326806212;-0.00665124349334867;-0.0100603621730382;-0.00493218249075225;0.00159999999999997;0.0237752161383284;-0.00801282051282051;0.0194426441996111;-0.00460374876685303;-0.014274385408406;-0.0111910471622701;-0.0205732372076665;-0.0177343964806158;-0.00611214456550635;-0.0223078157599101;-0.00616509926854758;-0.0108173076923078;-0.0104119511090992;-0.00636802810715852;-0.0218460932887227;0.00905581947743467;0.00525152017689325;-0.020629750271444;0.0323066392881588;-0.00878293601003757;-0.0248236216357461;0.000660429279031395;-0.00272665303340144;-0.00746054519368717;-0.00603697648094584;0.00549763033175354;-0.00335184830492251;-0.000247678018575802;-0.0205192629815745;-0.0106604866743917;-0.00786369593709038;0.031272210376688;0.00228832951945089;-0.038098830629951;-0.0396008730901154;-0.00876181692414101;-0.00477545214387318;0;-0.00189364052390717;0.000295712173484486;-0.00840460041285747;-0.0154253661576817;-0.0137956748695004;-0.0170355039006528;-0.0114591291061879;0.0180330353083802;-0.021109976166156;-0.022320746063293;0.00408858603066431;-0.00265996748928634;0.00404094827586222;0.0080701266175038;-0.0049845076114779;-0.00275516593613023;0.024478267691825;0.00610609337234454;-0.00787148594377513;0.0291909924937448;-0.0261136712749616;-0.0457774269928966;0.00644028103044514;-0.0030041306796845;0.00558128488303067
"2006-6-12";-0.0246224040276904;-0.0487071126710122;-0.0815295815295815;-0.04047976011994;-0.0683910565541429;-0.111659807956104;-0.0333011583011582;-0.058411214953271;-0.0310810810810811;-0.0518594336403958;-0.0592792185921186;-0.0908375933936295;-0.0565529622980252;-0.069626168224299;-0.0116172424335067;-0.0406862745098038;-0.0553424657534247;0.000846740050804385;0.0121306376360809;-0.0543512409676405;-0.0686164229471317;-0.0234782608695653;-0.0443100295400198;-0.0275629585564148;-0.0238519533927349;-0.0473264479016864;-0.0416531604538088;-0.0207369323050557;-0.0269286754002912;-0.0273712737127371;-0.0119149747402536;-0.0155750798722045;-0.0160450387051372;-0.0552504038772214;0.00559440559440556;-0.0112322431450281;-0.0410297666934835;-0.0281325788197252;-0.0691202872531419;-0.0383484954513647;-0.0427807486631016;-0.0397242284963887;-0.0238671012511828;-0.029404617253949;-0.0606129917657822;-0.0534806629834255;-0.045271629778672;-0.0294247462115639;-0.0364311245532031;-0.0441241685144125;-0.0163108341068822;-0.0287974683544304;-0.0329581993569131;-0.0430095699043009;-0.0266575529733425;-0.0636021971668113;-0.0440339111729723;-0.0256410256410256;0.00115307004900552;0.00284900284900272;-0.0555793073963232;0.0260014054813774;-0.109313077939234;0.0037904893177119;0.0156012176560122;-0.105686274509804;-0.0938311688311688;-0.0293091416608515;0.00122511485451751;-0.0431257344300821;-0.00505928853754941;-0.00620811982656691;-0.0408921933085502;-0.0425700269029909;-0.0310018903591683;-0.05814706835115;-0.0262751159196291;0.0064007144983625;-0.00313043478260869;-0.0609851446442534;-0.0361384458771631;-0.022225514891095;-0.0402468473302925;-0.0303657694962043;-0.0400758191172488;-0.0615345975134998;-0.0108745596569154;-0.0896447085598685;-0.0382124352331606;-0.109400324149109;-0.0520504731861199;-0.0951199338296113;-0.052065154159395;0.000627746390458219;0.0131081719414265
"2006-6-19";-0.00258085329462048;-0.00346359460883976;0.0102120974076983;0.0125;0.0070588235294117;0.0191476219888819;-0.016475287069396;0.0334987593052109;-0.0111576011157601;-0.00575746671464556;0.00214822771213744;0.0246539792387543;0.00808753568030455;0.01305876443998;-0.0225796473863284;0.027082268778743;-0.0119876256767208;0.000846023688663265;-0.0267363245236631;-0.00398671096345518;0.0142512077294687;0.00267141585040081;-0.00647630261995875;0.0106035889070147;-0.00477461030754092;0.000686153423905546;-0.00287502113986135;0.00490024501225063;0.00074794315632029;0.00292560601838944;-0.0155315454370056;0.0133874239350914;-0.00371906737233573;-0.00752393980848149;-0.0169427234795803;0.000167056465085166;0.0139261744966443;0.00349359507569457;0.00443587270973957;-0.00553049046718084;-0.00195530726256984;-0.00341880341880347;-0.00290822921154686;0.00926389584376576;0.00511322132943757;-0.00116740602381502;0.0166491043203372;-0.0131878126421101;-0.00128406334712517;0.0241243331013686;-0.0114586141817203;0.00195503421309869;0.0174563591022443;0.0179310344827586;-0.00187265917602992;-0.00710095708552034;0.000397088021178043;-0.00116099071207435;-0.00787023706689695;-0.00926383399209486;-0.0135808057944772;-0.0417808219178082;0.0559881349647757;-0.00102986611740465;0.0161109029599101;0.0094277570708178;0.0189896094589753;-0.000718907260963193;-0.00581217497705713;0.0160874370625075;-0.0125536310185921;-0.00585027268220118;0.00387596899224806;-0.0026446280991735;0.00955911041747956;-0.00206362854686152;-0.00587301587301583;-0.0174530394911994;0.00244242847173762;0.00199833472106585;0.0121457489878542;0.0115168964994697;0.00908582611126631;0.0103914590747332;0.0157968970380817;0.0188679245283018;-0.00201300712294821;0.0180555555555555;0.0215488215488216;0.0559599636032757;-0.0615640599001664;-0.0904936014625229;0.00168763424363301;-0.00238393977415305;-0.0186501923301085
"2006-6-26";0.0106735667502223;0.0247072157159049;0.0147744945567653;0.011574074074074;0.0275700934579439;0.0618181818181818;0.00913705583756344;0.00840336134453785;0.0126939351198871;0.0235251538183135;0.0289389067524117;0.0253271422541156;0.0193487494100991;0.0233019335647;0.00949367088607586;-0.000995024875622046;0.0561643835616438;0.00929839391377848;0.0037890748342279;0.0350233488992662;0.00261967135032149;0.00192421551213729;0.0237037037037036;0.00221953188054882;0.00395089600677298;0.0215304443225452;0.0240841248303935;0.00383141762452105;0.00777279521674135;0.00430615363244898;0.00264576188143063;-0.00520416333066449;-0.00373295046661888;0.0489317711922812;-0.00192926045016084;-0.00567897110405873;0.0135694191626676;0.00762599469496023;0.0347542242703533;0.0178545294892434;0.0183319339490624;0.0260720411663808;0.00421302797882684;0.00471347060282803;0.028343023255814;0.0261804581580177;0.00787728026533987;0.00353302611367134;-0.00857142857142849;0.0033975084937712;0.000954588844947598;0.00731707317073175;0.0182461873638345;0.00553297199638657;0.00938086303939959;0.033271144278607;0.00396930404869009;0.000968616815187994;-0.00599787172293707;-0.00461289116070303;0.0247820100963744;0.00810102454133913;0.0136938202247191;0.0539518900343643;0.0247050147492625;-0.0280191138140747;0.0291842475386779;0.0119904076738609;-0.00574358974358977;-0.00290065264684548;0.000965561635017739;-0.00558547775782967;0.0194594594594595;0.0228704010606562;0.0086956521739131;0.0273996208857487;0.0170844643142264;-0.00797832304681621;0.00765750087017051;0.0353997008475984;-0.00434782608695652;-0.00913857677902621;0.0042942235766727;0.00422654268808111;0.00499861149680644;0.0120830049908064;-0.00418929402637697;0.0626193724420191;0.00346077785102177;0.03446790176648;0.0336879432624114;0.0371859296482413;0.0412007964466227;-0.000503081373412228;-0.00914597933246224
"2006-7-3";0.0224817985438835;0.0363515705648135;0.0636015325670498;0.03813882532418;0.0586630286493862;0.121575342465753;0.0508048289738431;0.0547619047619047;0.0292479108635097;0.0431400282885431;0.0496527777777778;0.0543433511733224;0.0532407407407407;0.0566860465116278;0.025705329153605;0.0199203187250997;0.0628126737076154;0.0188442211055276;0.0270525322428436;0.0467289719626167;0.0878859857482184;0.0270350125572462;0.0510853835021708;0.0209381920676464;0.0340126493323962;0.0336957980937039;0.0351109638953295;0.0211658570437196;0.0264016612281222;0.0275242047026281;0.0265832681782644;0.0321931589537222;0.0453955901426719;0.0650459921156373;0.0268041237113404;0.0196539559885772;0.0205714285714285;0.0250082263902599;0.0501020597513454;0.0496046010064702;0.0342173972790987;0.0334336342360415;0.0341006884681584;0.0222222222222222;0.0492343934040046;0.0478359908883827;0.0189222542163719;0.0252563906321752;0.0410662824207492;0.0223476297968398;0.0497275204359672;0.0272800645682001;0.0173843273602567;0.0223469960696239;0.0285780669144982;0.0722238940716222;0.0478386926726411;0.0286433133346235;0.00136253041362531;0.001628256513026;0.0541871921182266;-0.0262349326400378;0.0730862487010738;0.00978154548418641;0.0147535084562792;0.133854748603352;0.0919029723266143;0.023696682464455;0.00268207138436151;0.0261818181818181;0.0184887459807074;-0.000100300902708176;0.0315103772155734;0.0395333765392093;0.0204980842911877;0.0426031533042603;0.037519623233909;0.0350531107738997;0.0221070811744387;0.0492776886035314;0.0251528384279476;0.0201088599939522;0.0257931034482759;0.0343714927048261;0.0292898590770932;0.0355567090578769;0.0504830165160485;0.0692001540634228;0.0261126621776974;0.0533111203665139;0.0703259005145798;0.102713178294574;0.0444248308325978;-0.000880835535422086;0.00587389115320061
"2006-7-11";-0.00305164319248827;-0.0195659907506226;-0.0144092219020174;-0.0124908155767818;-0.0214776632302405;-0.0221374045801526;0.0138822403063666;-0.018058690744921;0.00135317997293649;-0.00745762711864403;-0.0105855110817069;-0.00976181179226865;-0.0158241758241758;-0.0013755158184318;-0.00427872860635699;-0.0317382812500001;0.00941422594142258;0.0127414714344432;0.00888208269525265;-0.0193965517241378;-0.0165938864628821;-0.0063291139240506;-0.0207903070356601;-0.0161703805955433;0.000951474785918274;-0.0205194805194805;-0.0176;-0.00866462793068294;-0.00390173410404619;-0.00848027998384722;-0.00190403655750193;-0.017933723196881;0.00813344361731444;0.00894509561998764;0.0105421686746987;0.00658978583196044;-0.0207966725323948;-0.00690208667736757;-0.0178476762678919;-0.0105479452054794;-0.0140845070422536;-0.0171465545131026;0.00093623218558206;-0.0169082125603864;-0.00987876066457112;-0.00260869565217386;-0.0391602745256358;0.0116452672439534;-0.0109342560553634;-0.0393022742327225;0.00960415314730706;-0.00848522941546196;-0.0423238696109358;-0.0132908611599298;-0.00542127851818392;0.00841987089531286;-0.00565966545088672;0.0158043273753528;0.0052483234522306;0.00450168813304989;-0.0101954120645709;0.0300970873786407;-0.000968366688185963;0.0287374878915079;-0.0294326241134751;-0.0212849822625149;-0.0175219023779725;-0.0125000000000001;0.00421810699588474;-0.0296480037798251;0.00536700868192575;-0.00150466445982537;-0.0201204288441769;-0.0185473815461346;-0.0170827858081472;-0.030083655083655;-0.00801936752912697;0.00952939451693308;0.0114903683676918;-0.0201927489674164;-0.0166979042426307;-0.0120053357047577;-0.0130428936399085;0.00406890004068896;-0.014496644295302;-0.0299498746867168;0.0103826757638683;-0.00228146013448604;-0.0211267605633803;0.0126532226176354;0.0256410256410257;0.0166959578207381;0.0019718309859155;0.000629722921914322;0.00869979740197836
